Running ./shock1d.py

Starting from step 0
--------------------------------------------------------------------------
By default, for Open MPI 4.0 and later, infiniband ports on a device
are not used by default.  The intent is to use UCX for these devices.
You can override this policy by setting the btl_openib_allow_ib MCA parameter
to true.

  Local host:              lassen616
  Local adapter:           mlx5_1
  Local port:              1

--------------------------------------------------------------------------
--------------------------------------------------------------------------
WARNING: There was an error initializing an OpenFabrics device.

  Local host:   lassen616
  Local device: mlx5_1
--------------------------------------------------------------------------
[lassen616:20709] mca_base_component_repository_open: unable to open mca_pml_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
[1612459512.576686] [lassen616:20709:0]         mxm.c:196  MXM  WARN  The 'ulimit -s' on the system is set to 'unlimited'. This may have negative performance implications. Please set the stack size to the default value (10240) 
[lassen616:20709] mca_base_component_repository_open: unable to open mca_coll_ibm: libcollectives.so.3: cannot open shared object file: No such file or directory (ignored)
[lassen616:20709] mca_base_component_repository_open: unable to open mca_osc_pami: libpami.so.3: cannot open shared object file: No such file or directory (ignored)
Shock capturing parameters: alpha 0.1, s0 -7.0, kappa 0.5
Time step estimate 4.7576818033456516e-08

Viscous timestep estimate 8.662571755935413e-09

4482 elements
rank 0: sent all mesh partitions
Making discretization
Initializing soln.
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'pressure': 'Pa'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:289: UserWarning: Logging had to guess units for 'temperature': 'K'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'mass': 'kg/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'energy': 'J/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
/p/gpfs1/manders/work/CEESD/Drivers/CEESD-Y1_Shock1D/emirge/mirgecom/mirgecom/logging_quantities.py:244: UserWarning: Logging had to guess units for 'momentum': 'kg*m/s/m^3'.It should not have to. Some other component should tell it.
  warn(f"Logging had to guess units for '{quantity}': '{unit}'."
./shock1d.py:326: DeprecationWarning: DGDiscretizationWithBoundaries.order is deprecated, consider using the orders of element groups instead. 'order' will go away in 2021.
  visualizer = make_visualizer(discr, discr.order)
Initialization for Case(y0euler)
===
Num 2d order-3 elements: 4482
Num global elements: 4482
Timestep:        5e-08
Final time:      0.0003
CFL:             1.0
Constant CFL:    False
Initialization:  pseudoY0
EOS:             IdealSingleGas

Stepping.
Status: step=0 t=0
------- P(100, 438)
------- T(298, 450)
------- dt=5e-08 cfl=1.0
------- errors=0.00168, 846, 1.2, 0
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
building face restriction: start
building face restriction: done
step.max=0 | t_sim.max=0 | t_step.max=4.5605 | min_pressure=0 | max_pressure=0 | min_temperature=0 | max_temperature=0 | memory_usage.max=833.75
step.max=789 | t_sim.max=3.945e-05 | t_step.max=1.07113 | min_pressure=100 | max_pressure=485.634 | min_temperature=297.995 | max_temperature=462.261 | memory_usage.max=2105.62
step.max=790 | t_sim.max=3.95e-05 | t_step.max=1.07133 | min_pressure=100 | max_pressure=485.651 | min_temperature=297.995 | max_temperature=462.258 | memory_usage.max=2105.62
step.max=791 | t_sim.max=3.955e-05 | t_step.max=1.07152 | min_pressure=100 | max_pressure=485.668 | min_temperature=297.995 | max_temperature=462.255 | memory_usage.max=2105.62
step.max=792 | t_sim.max=3.96e-05 | t_step.max=1.07202 | min_pressure=100 | max_pressure=485.684 | min_temperature=297.995 | max_temperature=462.252 | memory_usage.max=2109.75
step.max=793 | t_sim.max=3.965e-05 | t_step.max=1.07091 | min_pressure=100 | max_pressure=485.701 | min_temperature=297.995 | max_temperature=462.249 | memory_usage.max=2109.75
step.max=794 | t_sim.max=3.97e-05 | t_step.max=1.07133 | min_pressure=100 | max_pressure=485.717 | min_temperature=297.995 | max_temperature=462.246 | memory_usage.max=2113.56
step.max=795 | t_sim.max=3.975e-05 | t_step.max=1.07195 | min_pressure=100 | max_pressure=485.734 | min_temperature=297.995 | max_temperature=462.244 | memory_usage.max=2113.56
step.max=796 | t_sim.max=3.98e-05 | t_step.max=1.07225 | min_pressure=100 | max_pressure=485.75 | min_temperature=297.995 | max_temperature=462.241 | memory_usage.max=2113.56
step.max=797 | t_sim.max=3.985e-05 | t_step.max=1.07172 | min_pressure=100 | max_pressure=485.766 | min_temperature=297.995 | max_temperature=462.238 | memory_usage.max=2117.69
step.max=798 | t_sim.max=3.99e-05 | t_step.max=1.07156 | min_pressure=100 | max_pressure=485.782 | min_temperature=297.995 | max_temperature=462.235 | memory_usage.max=2117.69
step.max=799 | t_sim.max=3.995e-05 | t_step.max=1.07162 | min_pressure=100 | max_pressure=485.798 | min_temperature=297.995 | max_temperature=462.232 | memory_usage.max=2117.69
step.max=800 | t_sim.max=4e-05 | t_step.max=1.07162 | min_pressure=100 | max_pressure=485.814 | min_temperature=297.995 | max_temperature=462.229 | memory_usage.max=2121.56
step.max=801 | t_sim.max=4.005e-05 | t_step.max=1.07188 | min_pressure=100 | max_pressure=485.83 | min_temperature=297.995 | max_temperature=462.226 | memory_usage.max=2121.56
step.max=802 | t_sim.max=4.01e-05 | t_step.max=1.07262 | min_pressure=100 | max_pressure=485.845 | min_temperature=297.995 | max_temperature=462.223 | memory_usage.max=2125.62
step.max=803 | t_sim.max=4.015e-05 | t_step.max=1.07209 | min_pressure=100 | max_pressure=485.861 | min_temperature=297.995 | max_temperature=462.22 | memory_usage.max=2125.62
step.max=804 | t_sim.max=4.02e-05 | t_step.max=1.07206 | min_pressure=100 | max_pressure=485.876 | min_temperature=297.995 | max_temperature=462.217 | memory_usage.max=2125.62
step.max=805 | t_sim.max=4.025e-05 | t_step.max=1.07245 | min_pressure=100 | max_pressure=485.892 | min_temperature=297.995 | max_temperature=462.214 | memory_usage.max=2129.75
step.max=806 | t_sim.max=4.03e-05 | t_step.max=1.07182 | min_pressure=100 | max_pressure=485.907 | min_temperature=297.995 | max_temperature=462.211 | memory_usage.max=2129.75
step.max=807 | t_sim.max=4.035e-05 | t_step.max=1.071 | min_pressure=100 | max_pressure=485.922 | min_temperature=297.995 | max_temperature=462.208 | memory_usage.max=2132.44
step.max=808 | t_sim.max=4.04e-05 | t_step.max=1.07164 | min_pressure=100 | max_pressure=485.937 | min_temperature=297.995 | max_temperature=462.205 | memory_usage.max=2132.44
step.max=809 | t_sim.max=4.045e-05 | t_step.max=1.0716 | min_pressure=100 | max_pressure=485.952 | min_temperature=297.995 | max_temperature=462.202 | memory_usage.max=2132.44
step.max=810 | t_sim.max=4.05e-05 | t_step.max=1.0943 | min_pressure=100 | max_pressure=485.967 | min_temperature=297.995 | max_temperature=462.199 | memory_usage.max=2136.56
step.max=811 | t_sim.max=4.055e-05 | t_step.max=1.07122 | min_pressure=100 | max_pressure=485.981 | min_temperature=297.995 | max_temperature=462.196 | memory_usage.max=2139.62
step.max=812 | t_sim.max=4.06e-05 | t_step.max=1.0701 | min_pressure=100 | max_pressure=485.996 | min_temperature=297.995 | max_temperature=462.193 | memory_usage.max=2141.06
step.max=813 | t_sim.max=4.065e-05 | t_step.max=1.07081 | min_pressure=100 | max_pressure=486.01 | min_temperature=297.995 | max_temperature=462.19 | memory_usage.max=2141.06
step.max=814 | t_sim.max=4.07e-05 | t_step.max=1.0708 | min_pressure=100 | max_pressure=486.025 | min_temperature=297.995 | max_temperature=462.187 | memory_usage.max=2141.06
step.max=815 | t_sim.max=4.075e-05 | t_step.max=1.0704 | min_pressure=100 | max_pressure=486.039 | min_temperature=297.995 | max_temperature=462.184 | memory_usage.max=2144.31
step.max=816 | t_sim.max=4.08e-05 | t_step.max=1.07087 | min_pressure=100 | max_pressure=486.053 | min_temperature=297.995 | max_temperature=462.181 | memory_usage.max=2144.31
step.max=817 | t_sim.max=4.085e-05 | t_step.max=1.07403 | min_pressure=100 | max_pressure=486.067 | min_temperature=297.995 | max_temperature=462.178 | memory_usage.max=2148.44
step.max=818 | t_sim.max=4.09e-05 | t_step.max=1.07081 | min_pressure=100 | max_pressure=486.082 | min_temperature=297.995 | max_temperature=462.175 | memory_usage.max=2149.81
step.max=819 | t_sim.max=4.095e-05 | t_step.max=1.07053 | min_pressure=100 | max_pressure=486.095 | min_temperature=297.995 | max_temperature=462.172 | memory_usage.max=2149.81
step.max=820 | t_sim.max=4.1e-05 | t_step.max=1.07106 | min_pressure=100 | max_pressure=486.109 | min_temperature=297.995 | max_temperature=462.169 | memory_usage.max=2149.81
step.max=821 | t_sim.max=4.105e-05 | t_step.max=1.07066 | min_pressure=100 | max_pressure=486.123 | min_temperature=297.995 | max_temperature=462.166 | memory_usage.max=2153.69
step.max=822 | t_sim.max=4.11e-05 | t_step.max=1.07035 | min_pressure=100 | max_pressure=486.137 | min_temperature=297.995 | max_temperature=462.163 | memory_usage.max=2153.69
step.max=823 | t_sim.max=4.115e-05 | t_step.max=1.07162 | min_pressure=100 | max_pressure=486.15 | min_temperature=297.995 | max_temperature=462.16 | memory_usage.max=2153.69
step.max=824 | t_sim.max=4.12e-05 | t_step.max=1.0708 | min_pressure=100 | max_pressure=486.164 | min_temperature=297.995 | max_temperature=462.157 | memory_usage.max=2158.75
step.max=825 | t_sim.max=4.125e-05 | t_step.max=1.0706 | min_pressure=100 | max_pressure=486.177 | min_temperature=297.995 | max_temperature=462.154 | memory_usage.max=2160.44
step.max=826 | t_sim.max=4.13e-05 | t_step.max=1.07112 | min_pressure=100 | max_pressure=486.19 | min_temperature=297.995 | max_temperature=462.151 | memory_usage.max=2160.44
step.max=827 | t_sim.max=4.135e-05 | t_step.max=1.07086 | min_pressure=100 | max_pressure=486.204 | min_temperature=297.995 | max_temperature=462.148 | memory_usage.max=2160.44
step.max=828 | t_sim.max=4.14e-05 | t_step.max=1.07035 | min_pressure=100 | max_pressure=486.217 | min_temperature=297.995 | max_temperature=462.145 | memory_usage.max=2164.44
step.max=829 | t_sim.max=4.145e-05 | t_step.max=1.07135 | min_pressure=100 | max_pressure=486.23 | min_temperature=297.995 | max_temperature=462.142 | memory_usage.max=2164.44
step.max=830 | t_sim.max=4.15e-05 | t_step.max=1.07069 | min_pressure=100 | max_pressure=486.243 | min_temperature=297.995 | max_temperature=462.139 | memory_usage.max=2168.12
step.max=831 | t_sim.max=4.155e-05 | t_step.max=1.07027 | min_pressure=100 | max_pressure=486.255 | min_temperature=297.995 | max_temperature=462.137 | memory_usage.max=2168.12
step.max=832 | t_sim.max=4.16e-05 | t_step.max=1.07141 | min_pressure=100 | max_pressure=486.268 | min_temperature=297.995 | max_temperature=462.134 | memory_usage.max=2168.12
step.max=833 | t_sim.max=4.165e-05 | t_step.max=1.07066 | min_pressure=100 | max_pressure=486.281 | min_temperature=297.995 | max_temperature=462.131 | memory_usage.max=2172.12
step.max=834 | t_sim.max=4.17e-05 | t_step.max=1.07074 | min_pressure=100 | max_pressure=486.294 | min_temperature=297.995 | max_temperature=462.128 | memory_usage.max=2172.12
step.max=835 | t_sim.max=4.175e-05 | t_step.max=1.07132 | min_pressure=100 | max_pressure=486.306 | min_temperature=297.995 | max_temperature=462.125 | memory_usage.max=2172.12
step.max=836 | t_sim.max=4.18e-05 | t_step.max=1.07073 | min_pressure=100 | max_pressure=486.319 | min_temperature=297.995 | max_temperature=462.122 | memory_usage.max=2176.25
step.max=837 | t_sim.max=4.185e-05 | t_step.max=1.07099 | min_pressure=100 | max_pressure=486.331 | min_temperature=297.995 | max_temperature=462.119 | memory_usage.max=2176.25
step.max=838 | t_sim.max=4.19e-05 | t_step.max=1.07127 | min_pressure=100 | max_pressure=486.343 | min_temperature=297.995 | max_temperature=462.116 | memory_usage.max=2180.06
step.max=839 | t_sim.max=4.195e-05 | t_step.max=1.07151 | min_pressure=100 | max_pressure=486.356 | min_temperature=297.995 | max_temperature=462.113 | memory_usage.max=2180.06
step.max=840 | t_sim.max=4.2e-05 | t_step.max=1.07128 | min_pressure=100 | max_pressure=486.368 | min_temperature=297.995 | max_temperature=462.11 | memory_usage.max=2180.06
step.max=841 | t_sim.max=4.205e-05 | t_step.max=1.07083 | min_pressure=100 | max_pressure=486.38 | min_temperature=297.995 | max_temperature=462.107 | memory_usage.max=2184.19
step.max=842 | t_sim.max=4.21e-05 | t_step.max=1.0704 | min_pressure=100 | max_pressure=486.392 | min_temperature=297.995 | max_temperature=462.104 | memory_usage.max=2184.19
step.max=843 | t_sim.max=4.215e-05 | t_step.max=1.07061 | min_pressure=100 | max_pressure=486.404 | min_temperature=297.995 | max_temperature=462.101 | memory_usage.max=2184.19
step.max=844 | t_sim.max=4.22e-05 | t_step.max=1.07076 | min_pressure=100 | max_pressure=486.416 | min_temperature=297.995 | max_temperature=462.098 | memory_usage.max=2188
step.max=845 | t_sim.max=4.225e-05 | t_step.max=1.07086 | min_pressure=100 | max_pressure=486.428 | min_temperature=297.995 | max_temperature=462.095 | memory_usage.max=2188
step.max=846 | t_sim.max=4.23e-05 | t_step.max=1.07131 | min_pressure=100 | max_pressure=486.439 | min_temperature=297.995 | max_temperature=462.092 | memory_usage.max=2192.12
step.max=847 | t_sim.max=4.235e-05 | t_step.max=1.07116 | min_pressure=100 | max_pressure=486.451 | min_temperature=297.995 | max_temperature=462.089 | memory_usage.max=2192.12
step.max=848 | t_sim.max=4.24e-05 | t_step.max=1.07058 | min_pressure=100 | max_pressure=486.462 | min_temperature=297.995 | max_temperature=462.086 | memory_usage.max=2192.12
step.max=849 | t_sim.max=4.245e-05 | t_step.max=1.07078 | min_pressure=100 | max_pressure=486.474 | min_temperature=297.995 | max_temperature=462.083 | memory_usage.max=2196
step.max=850 | t_sim.max=4.25e-05 | t_step.max=1.07197 | min_pressure=100 | max_pressure=486.485 | min_temperature=297.995 | max_temperature=462.08 | memory_usage.max=2196
step.max=851 | t_sim.max=4.255e-05 | t_step.max=1.07102 | min_pressure=100 | max_pressure=486.497 | min_temperature=297.995 | max_temperature=462.077 | memory_usage.max=2199.75
step.max=852 | t_sim.max=4.26e-05 | t_step.max=1.07019 | min_pressure=100 | max_pressure=486.508 | min_temperature=297.995 | max_temperature=462.074 | memory_usage.max=2199.75
step.max=853 | t_sim.max=4.265e-05 | t_step.max=1.07045 | min_pressure=100 | max_pressure=486.519 | min_temperature=297.995 | max_temperature=462.071 | memory_usage.max=2199.75
step.max=854 | t_sim.max=4.27e-05 | t_step.max=1.0776 | min_pressure=100 | max_pressure=486.53 | min_temperature=297.995 | max_temperature=462.067 | memory_usage.max=2203.88
step.max=855 | t_sim.max=4.275e-05 | t_step.max=1.07169 | min_pressure=100 | max_pressure=486.541 | min_temperature=297.995 | max_temperature=462.064 | memory_usage.max=2206
step.max=856 | t_sim.max=4.28e-05 | t_step.max=1.08663 | min_pressure=100 | max_pressure=486.552 | min_temperature=297.995 | max_temperature=462.061 | memory_usage.max=2206
step.max=857 | t_sim.max=4.285e-05 | t_step.max=1.07011 | min_pressure=100 | max_pressure=486.563 | min_temperature=297.995 | max_temperature=462.058 | memory_usage.max=2209
step.max=858 | t_sim.max=4.29e-05 | t_step.max=1.06947 | min_pressure=100 | max_pressure=486.574 | min_temperature=297.995 | max_temperature=462.055 | memory_usage.max=2209
step.max=859 | t_sim.max=4.295e-05 | t_step.max=1.07004 | min_pressure=100 | max_pressure=486.584 | min_temperature=297.995 | max_temperature=462.052 | memory_usage.max=2210.62
step.max=860 | t_sim.max=4.3e-05 | t_step.max=1.07296 | min_pressure=100 | max_pressure=486.595 | min_temperature=297.995 | max_temperature=462.049 | memory_usage.max=2210.62
step.max=861 | t_sim.max=4.305e-05 | t_step.max=1.07098 | min_pressure=100 | max_pressure=486.605 | min_temperature=297.995 | max_temperature=462.046 | memory_usage.max=2214.31
step.max=862 | t_sim.max=4.31e-05 | t_step.max=1.071 | min_pressure=100 | max_pressure=486.616 | min_temperature=297.995 | max_temperature=462.043 | memory_usage.max=2216.06
step.max=863 | t_sim.max=4.315e-05 | t_step.max=1.07113 | min_pressure=100 | max_pressure=486.626 | min_temperature=297.995 | max_temperature=462.04 | memory_usage.max=2216.06
step.max=864 | t_sim.max=4.32e-05 | t_step.max=1.07102 | min_pressure=100 | max_pressure=486.637 | min_temperature=297.995 | max_temperature=462.037 | memory_usage.max=2216.06
step.max=865 | t_sim.max=4.325e-05 | t_step.max=1.07114 | min_pressure=100 | max_pressure=486.647 | min_temperature=297.995 | max_temperature=462.034 | memory_usage.max=2220.06
step.max=866 | t_sim.max=4.33e-05 | t_step.max=1.07224 | min_pressure=100 | max_pressure=486.657 | min_temperature=297.995 | max_temperature=462.031 | memory_usage.max=2220.06
step.max=867 | t_sim.max=4.335e-05 | t_step.max=1.07054 | min_pressure=100 | max_pressure=486.667 | min_temperature=297.995 | max_temperature=462.028 | memory_usage.max=2224.12
step.max=868 | t_sim.max=4.34e-05 | t_step.max=1.07095 | min_pressure=100 | max_pressure=486.677 | min_temperature=297.995 | max_temperature=462.025 | memory_usage.max=2224.12
step.max=869 | t_sim.max=4.345e-05 | t_step.max=1.07135 | min_pressure=100 | max_pressure=486.687 | min_temperature=297.995 | max_temperature=462.022 | memory_usage.max=2224.12
step.max=870 | t_sim.max=4.35e-05 | t_step.max=1.07141 | min_pressure=100 | max_pressure=486.697 | min_temperature=297.995 | max_temperature=462.019 | memory_usage.max=2227.19
step.max=871 | t_sim.max=4.355e-05 | t_step.max=1.07092 | min_pressure=100 | max_pressure=486.707 | min_temperature=297.995 | max_temperature=462.016 | memory_usage.max=2227.19
step.max=872 | t_sim.max=4.36e-05 | t_step.max=1.07071 | min_pressure=100 | max_pressure=486.717 | min_temperature=297.995 | max_temperature=462.013 | memory_usage.max=2231.25
step.max=873 | t_sim.max=4.365e-05 | t_step.max=1.07068 | min_pressure=100 | max_pressure=486.727 | min_temperature=297.995 | max_temperature=462.01 | memory_usage.max=2231.25
step.max=874 | t_sim.max=4.37e-05 | t_step.max=1.07088 | min_pressure=100 | max_pressure=486.736 | min_temperature=297.995 | max_temperature=462.007 | memory_usage.max=2231.25
step.max=875 | t_sim.max=4.375e-05 | t_step.max=1.07132 | min_pressure=100 | max_pressure=486.746 | min_temperature=297.995 | max_temperature=462.004 | memory_usage.max=2234.75
step.max=876 | t_sim.max=4.38e-05 | t_step.max=1.07172 | min_pressure=100 | max_pressure=486.756 | min_temperature=297.995 | max_temperature=462.001 | memory_usage.max=2234.75
step.max=877 | t_sim.max=4.385e-05 | t_step.max=1.07145 | min_pressure=100 | max_pressure=486.765 | min_temperature=297.995 | max_temperature=461.997 | memory_usage.max=2238.81
step.max=878 | t_sim.max=4.39e-05 | t_step.max=1.07095 | min_pressure=100 | max_pressure=486.774 | min_temperature=297.995 | max_temperature=461.994 | memory_usage.max=2238.81
step.max=879 | t_sim.max=4.395e-05 | t_step.max=1.07046 | min_pressure=100 | max_pressure=486.784 | min_temperature=297.995 | max_temperature=461.991 | memory_usage.max=2238.81
step.max=880 | t_sim.max=4.4e-05 | t_step.max=1.07087 | min_pressure=100 | max_pressure=486.793 | min_temperature=297.995 | max_temperature=461.988 | memory_usage.max=2242.69
step.max=881 | t_sim.max=4.405e-05 | t_step.max=1.07088 | min_pressure=100 | max_pressure=486.802 | min_temperature=297.995 | max_temperature=461.985 | memory_usage.max=2242.69
step.max=882 | t_sim.max=4.41e-05 | t_step.max=1.07069 | min_pressure=100 | max_pressure=486.811 | min_temperature=297.995 | max_temperature=461.982 | memory_usage.max=2246.75
step.max=883 | t_sim.max=4.415e-05 | t_step.max=1.07121 | min_pressure=100 | max_pressure=486.821 | min_temperature=297.995 | max_temperature=461.979 | memory_usage.max=2246.75
step.max=884 | t_sim.max=4.42e-05 | t_step.max=1.07103 | min_pressure=100 | max_pressure=486.83 | min_temperature=297.995 | max_temperature=461.976 | memory_usage.max=2246.75
step.max=885 | t_sim.max=4.425e-05 | t_step.max=1.07211 | min_pressure=100 | max_pressure=486.839 | min_temperature=297.995 | max_temperature=461.973 | memory_usage.max=2250.88
step.max=886 | t_sim.max=4.43e-05 | t_step.max=1.07104 | min_pressure=100 | max_pressure=486.847 | min_temperature=297.995 | max_temperature=461.97 | memory_usage.max=2250.88
step.max=887 | t_sim.max=4.435e-05 | t_step.max=1.07092 | min_pressure=100 | max_pressure=486.856 | min_temperature=297.995 | max_temperature=461.967 | memory_usage.max=2250.88
step.max=888 | t_sim.max=4.44e-05 | t_step.max=1.07085 | min_pressure=100 | max_pressure=486.865 | min_temperature=297.995 | max_temperature=461.964 | memory_usage.max=2254.69
step.max=889 | t_sim.max=4.445e-05 | t_step.max=1.07102 | min_pressure=100 | max_pressure=486.874 | min_temperature=297.995 | max_temperature=461.961 | memory_usage.max=2254.69
step.max=890 | t_sim.max=4.45e-05 | t_step.max=1.07075 | min_pressure=100 | max_pressure=486.883 | min_temperature=297.995 | max_temperature=461.958 | memory_usage.max=2258.75
step.max=891 | t_sim.max=4.455e-05 | t_step.max=1.07199 | min_pressure=100 | max_pressure=486.891 | min_temperature=297.995 | max_temperature=461.955 | memory_usage.max=2258.75
step.max=892 | t_sim.max=4.46e-05 | t_step.max=1.07134 | min_pressure=100 | max_pressure=486.9 | min_temperature=297.995 | max_temperature=461.952 | memory_usage.max=2258.75
step.max=893 | t_sim.max=4.465e-05 | t_step.max=1.0718 | min_pressure=100 | max_pressure=486.908 | min_temperature=297.995 | max_temperature=461.949 | memory_usage.max=2262.44
step.max=894 | t_sim.max=4.47e-05 | t_step.max=1.07112 | min_pressure=100 | max_pressure=486.917 | min_temperature=297.995 | max_temperature=461.946 | memory_usage.max=2262.44
step.max=895 | t_sim.max=4.475e-05 | t_step.max=1.07051 | min_pressure=100 | max_pressure=486.925 | min_temperature=297.995 | max_temperature=461.943 | memory_usage.max=2262.44
step.max=896 | t_sim.max=4.48e-05 | t_step.max=1.07025 | min_pressure=100 | max_pressure=486.933 | min_temperature=297.995 | max_temperature=461.94 | memory_usage.max=2266.56
step.max=897 | t_sim.max=4.485e-05 | t_step.max=1.07673 | min_pressure=100 | max_pressure=486.942 | min_temperature=297.995 | max_temperature=461.937 | memory_usage.max=2266.56
step.max=898 | t_sim.max=4.49e-05 | t_step.max=1.07067 | min_pressure=100 | max_pressure=486.95 | min_temperature=297.995 | max_temperature=461.934 | memory_usage.max=2271.06
step.max=899 | t_sim.max=4.495e-05 | t_step.max=1.07087 | min_pressure=100 | max_pressure=486.958 | min_temperature=297.995 | max_temperature=461.931 | memory_usage.max=2271.06
step.max=900 | t_sim.max=4.5e-05 | t_step.max=1.07026 | min_pressure=100 | max_pressure=486.966 | min_temperature=297.995 | max_temperature=461.928 | memory_usage.max=2274
step.max=901 | t_sim.max=4.505e-05 | t_step.max=1.07049 | min_pressure=100 | max_pressure=486.974 | min_temperature=297.995 | max_temperature=461.925 | memory_usage.max=2274.06
step.max=902 | t_sim.max=4.51e-05 | t_step.max=1.07011 | min_pressure=100 | max_pressure=486.982 | min_temperature=297.995 | max_temperature=461.922 | memory_usage.max=2274.06
step.max=903 | t_sim.max=4.515e-05 | t_step.max=1.08789 | min_pressure=100 | max_pressure=486.99 | min_temperature=297.995 | max_temperature=461.919 | memory_usage.max=2278
step.max=904 | t_sim.max=4.52e-05 | t_step.max=1.06972 | min_pressure=100 | max_pressure=486.998 | min_temperature=297.995 | max_temperature=461.916 | memory_usage.max=2279.75
step.max=905 | t_sim.max=4.525e-05 | t_step.max=1.06931 | min_pressure=100 | max_pressure=487.006 | min_temperature=297.995 | max_temperature=461.913 | memory_usage.max=2279.75
step.max=906 | t_sim.max=4.53e-05 | t_step.max=1.07135 | min_pressure=100 | max_pressure=487.014 | min_temperature=297.995 | max_temperature=461.91 | memory_usage.max=2281.88
step.max=907 | t_sim.max=4.535e-05 | t_step.max=1.07147 | min_pressure=100 | max_pressure=487.021 | min_temperature=297.995 | max_temperature=461.907 | memory_usage.max=2281.88
step.max=908 | t_sim.max=4.54e-05 | t_step.max=1.07132 | min_pressure=100 | max_pressure=487.029 | min_temperature=297.995 | max_temperature=461.904 | memory_usage.max=2285.88
step.max=909 | t_sim.max=4.545e-05 | t_step.max=1.07235 | min_pressure=100 | max_pressure=487.037 | min_temperature=297.995 | max_temperature=461.901 | memory_usage.max=2285.94
step.max=910 | t_sim.max=4.55e-05 | t_step.max=1.07089 | min_pressure=100 | max_pressure=487.044 | min_temperature=297.995 | max_temperature=461.898 | memory_usage.max=2285.94
step.max=911 | t_sim.max=4.555e-05 | t_step.max=1.07049 | min_pressure=100 | max_pressure=487.052 | min_temperature=297.995 | max_temperature=461.895 | memory_usage.max=2289.81
step.max=912 | t_sim.max=4.56e-05 | t_step.max=1.07147 | min_pressure=100 | max_pressure=487.059 | min_temperature=297.995 | max_temperature=461.892 | memory_usage.max=2289.88
step.max=913 | t_sim.max=4.565e-05 | t_step.max=1.07201 | min_pressure=100 | max_pressure=487.067 | min_temperature=297.995 | max_temperature=461.889 | memory_usage.max=2293.62
step.max=914 | t_sim.max=4.57e-05 | t_step.max=1.07148 | min_pressure=100 | max_pressure=487.074 | min_temperature=297.995 | max_temperature=461.886 | memory_usage.max=2293.62
step.max=915 | t_sim.max=4.575e-05 | t_step.max=1.07058 | min_pressure=100 | max_pressure=487.081 | min_temperature=297.995 | max_temperature=461.883 | memory_usage.max=2293.62
step.max=916 | t_sim.max=4.58e-05 | t_step.max=1.0718 | min_pressure=100 | max_pressure=487.089 | min_temperature=297.995 | max_temperature=461.88 | memory_usage.max=2297.81
step.max=917 | t_sim.max=4.585e-05 | t_step.max=1.07087 | min_pressure=100 | max_pressure=487.096 | min_temperature=297.995 | max_temperature=461.878 | memory_usage.max=2298.94
step.max=918 | t_sim.max=4.59e-05 | t_step.max=1.0709 | min_pressure=100 | max_pressure=487.103 | min_temperature=297.995 | max_temperature=461.875 | memory_usage.max=2300.38
step.max=919 | t_sim.max=4.595e-05 | t_step.max=1.0712 | min_pressure=100 | max_pressure=487.11 | min_temperature=297.995 | max_temperature=461.872 | memory_usage.max=2300.38
step.max=920 | t_sim.max=4.6e-05 | t_step.max=1.07035 | min_pressure=100 | max_pressure=487.117 | min_temperature=297.995 | max_temperature=461.869 | memory_usage.max=2304.44
step.max=921 | t_sim.max=4.605e-05 | t_step.max=1.07109 | min_pressure=100 | max_pressure=487.124 | min_temperature=297.995 | max_temperature=461.866 | memory_usage.max=2304.44
step.max=922 | t_sim.max=4.61e-05 | t_step.max=1.07162 | min_pressure=100 | max_pressure=487.131 | min_temperature=297.995 | max_temperature=461.863 | memory_usage.max=2304.44
step.max=923 | t_sim.max=4.615e-05 | t_step.max=1.07009 | min_pressure=100 | max_pressure=487.138 | min_temperature=297.995 | max_temperature=461.86 | memory_usage.max=2308.25
step.max=924 | t_sim.max=4.62e-05 | t_step.max=1.06997 | min_pressure=100 | max_pressure=487.145 | min_temperature=297.995 | max_temperature=461.857 | memory_usage.max=2308.25
step.max=925 | t_sim.max=4.625e-05 | t_step.max=1.07125 | min_pressure=100 | max_pressure=487.152 | min_temperature=297.995 | max_temperature=461.854 | memory_usage.max=2312.06
